station_name,lat,lng,no_return_pc,daily_deps,daily_arrs
Sheridan Ave & E 172 St,40.840494,-73.911479,2.2,8.3,8.2
Sherman Ave & E 166 St,40.83130549267296,-73.91744792461395,-1.8,17.5,17.8
Sherman Ave & Thayer St,40.863124,-73.926994,-0.1,9.4,9.4
Shore Blvd & Astoria Park,40.77977,-73.923162,-0.3,23.0,23.1
Sigourney St & Columbia St,40.67267243410948,-74.0087952464819,-7.4,14.4,15.5
Sip Ave,40.73089709786179,-74.06391263008118,,0.0,0.0
Skillman Ave & 43 Ave,40.74653761978055,-73.93215849995613,0.5,8.0,8.0
Skillman Ave & 54 St,40.745502,-73.909887,-0.2,2.8,2.8
Skillman Ave & Honeywell St,40.7471482490328,-73.92902433872223,3.7,2.5,2.4
Smith St & 3 St,40.6787242,-73.99599099,-1.1,39.0,39.4
Smith St & 9 St,40.6746957,-73.99785768,-0.9,40.2,40.5
Soissons Landing,40.69231660719192,-74.01486575603485,-1.4,40.9,41.5
Somers St & Broadway,40.67945,-73.90474,4.7,3.3,3.2
Somers St & Rockaway Ave,40.67872,-73.91105,-1.4,0.8,0.8
South St & Broad St,40.70188858913366,-74.01089876890182,-7.1,8.1,8.7
South St & Gouverneur Ln,40.70355377,-74.00670227,7.4,101.9,94.4
South St & Pike St,40.70991806921533,-73.99161100387573,-0.9,59.1,59.7
South St & Whitehall St,40.70122128,-74.01234218,-1.2,95.8,97.0
South Waterfront Walkway - Sinatra Dr & 1 St,40.73698221818716,-74.02778059244156,,0.0,0.1
Southern Blvd & Avenue St. John,40.812769,-73.901583,1.0,5.8,5.7
Southern Blvd & E 142 St,40.807347437082,-73.90809774398804,0.0,3.0,3.0
Southern Blvd & E 149 St,40.811892,-73.904192,-0.2,12.5,12.5
Southern Blvd & E 172 St,40.834124,-73.88955,-1.3,4.0,4.1
Southern Blvd & E 174 St,40.836733,-73.887931,-2.5,12.2,12.4
Southern Blvd & E 175 St,40.839335,-73.886445,-3.5,12.1,12.6
Southern Blvd & Tiffany St,40.818185,-73.894143,-2.0,3.4,3.4
Southpoint Park,40.75370225419114,-73.95865201950072,0.5,24.3,24.2
Southwest Park - Jackson St & Observer Hwy,40.73755127245804,-74.04166370630264,,0.0,0.0
Spring St & Hudson St,40.72583996792375,-74.0076532959938,-0.1,124.2,124.3
Spruce St & Gold St,40.7103231,-74.0043228,-4.8,33.8,35.4
Spruce St & Nassau St,40.71146364,-74.00552427,0.6,84.8,84.3
St Ann's Ave & Westchester Ave,40.815887,-73.911918,-1.2,10.4,10.5
St James Pl & Oliver St,40.71307916,-73.99851193,-1.1,82.8,83.8
St James Pl & Pearl St,40.71117416,-74.00016545,-1.3,41.1,41.6
St Johns Pl & Utica Ave,40.6705,-73.9308,3.0,0.6,0.6
St Johns Pl & Washington Ave,40.6737236,-73.9631611,1.8,55.1,54.1
St Marks Ave & Ralph Ave,40.67372,-73.92199,-26.8,0.1,0.1
St Marks Ave & Rochester Ave,40.67404,-73.92772,15.4,0.2,0.2
St Marks Pl & 1 Ave,40.72779126,-73.98564945,4.0,115.7,111.0
St Marks Pl & 2 Ave,40.7284186,-73.98713956,-5.5,157.1,165.7
St Marks Pl & 4 Ave,40.68177810928762,-73.97988975048065,-1.4,39.0,39.6
St Mary's St & Jackson Ave,40.808891,-73.91081,-0.4,10.0,10.0
St Nicholas Ave & Manhattan Ave,40.809725,-73.953149,-1.0,83.3,84.1
St Nicholas Ave & W 134 St,40.816234,-73.948222,-0.6,34.3,34.5
St Nicholas Ave & W 137 St,40.818477,-73.947568,0.2,19.8,19.7
St Nicholas Ave & W 150 St,40.827212,-73.942722,1.9,17.1,16.7
St. Ann's Av & Bruckner Blvd,40.803399,-73.919763,-1.8,8.1,8.3
St. Ann's Ave & E 144 St,40.811112,-73.914932,-2.0,7.5,7.7
St. Johns Pl & Kingston Ave,40.67113,-73.94222,8.3,1.1,1.0
St. Nicholas Ave & W 126 St,40.8114323,-73.9518776,-0.9,79.0,79.7
St. Nicholas Ave & W 155 St,40.830663,-73.941323,3.5,9.8,9.5
St. Nicholas Ave & W 157 St,40.832314,-73.94102,21.4,8.0,6.3
St. Nicholas Terrace & Convent Ave,40.821294,-73.947868,0.4,15.8,15.8
Stagg St & Morgan Ave,40.710681,-73.93372,-1.3,21.5,21.8
Stagg St & Union Ave,40.70877084,-73.95095259,-0.3,77.5,77.7
Stanhope St & Fairview Ave,40.70998,-73.91116,11.7,16.4,14.5
Stanton St & Chrystie St,40.72229346,-73.99147535,-4.8,118.6,124.3
Stanton St & Mangin St,40.71782143,-73.97628939,-0.8,43.2,43.5
Stanton St & Norfolk St,40.720747,-73.986274,-1.3,117.2,118.8
State St & Smith St,40.68917,-73.9886,-1.7,41.2,42.0
Steinway St & 19 Ave,40.778089,-73.899558,-13.8,3.7,4.3
Steinway St & 21 Ave,40.774798,-73.903787,-0.2,15.7,15.8
Steinway St & 23 Ave,40.7713937,-73.9077436,-0.4,14.3,14.3
Steinway St & 28 Ave,40.7656251,-73.9136695,1.7,34.1,33.5
Steinway St & Broadway,40.75905795418586,-73.91897544264793,0.3,59.5,59.4
Steinway St & Ditmars Blvd,40.772717,-73.906127,3.3,13.3,12.8
Stephen St & Seneca Ave,40.6988,-73.9007,0.1,4.8,4.8
Sterling Pl & 5 Ave,40.678970070475735,-73.97855266928671,-1.2,39.4,39.9
Sterling Pl & Bedford Ave,40.672695,-73.954131,1.4,57.7,56.9
Sterling Pl & New York Ave,40.67234,-73.94763,3.5,2.0,2.0
Sterling Pl & Ralph Ave,40.67095,-73.92222,0.0,0.1,0.1
Sterling Pl & Rochester Ave,40.67128,-73.92825,13.5,0.1,0.1
Sterling Pl & Schenectady Ave,40.6716,-73.93378,13.5,0.3,0.2
Sterling St & Bedford Ave,40.6627059,-73.9569115,-1.2,25.3,25.5
Stevens - River Ter & 6 St,40.74313282710551,-74.02698867022991,,0.0,0.0
Stewart Ave & Johnson Ave,40.70869,-73.92587,-2.9,16.2,16.7
Stockholm St & Wilson Ave,40.699304,-73.923044,-0.8,29.6,29.9
StuyTown Depot,40.759030082196055,-73.99385869503021,,0.0,0.0
Stuyvesant Ave & Gates Ave,40.68834,-73.93306,3.1,3.2,3.1
Stuyvesant Ave & Hart St,40.69465,-73.9343,20.3,1.1,0.9
Stuyvesant Walk & 1 Av Loop,40.732339777151054,-73.97898383438587,0.9,13.4,13.3
Suffolk St & Stanton St,40.72066442,-73.98517977,0.2,165.5,165.2
Sullivan Pl & Bedford Ave,40.6642406,-73.9574686,-1.2,11.4,11.6
Sullivan Pl & Franklin Ave,40.66407983678161,-73.96025128666679,-1.7,21.8,22.2
Sullivan St & Washington Sq,40.73047747,-73.99906065,-0.4,139.1,139.7
Sumpter St & Fulton St,40.67923,-73.92588,4.8,1.5,1.5
Sunken Meadow Comfort Station,40.79558,-73.91906,-4.9,15.0,15.7
Suydam St & Broadway,40.69544,-73.93223,1.4,42.8,42.2
Suydam St & Knickerbocker Ave,40.702013,-73.923769,-0.7,37.4,37.7
Suydam St & St. Nicholas Ave,40.70636,-73.91945,-2.0,11.5,11.7
Thomas S. Boyland St & Fulton St,40.67854,-73.91367,27.2,1.0,0.7
Thomas S. Boyland St & Macon St,40.68491,-73.91493,4.7,1.2,1.2
Thomas S. Boyland St & Marion St,40.6814658848122,-73.91415685415268,11.8,0.8,0.7
Thompson St & Bleecker St,40.72840059450829,-73.99968780577183,-0.4,132.0,132.5
Throop Ave & Myrtle Ave,40.69622937,-73.94371094,-0.2,25.4,25.5
Tiebout Ave & E 184 St,40.858498,-73.89637,-1.2,7.4,7.5
Tiebout Ave & E Fordham Road,40.861915,-73.894831,-2.0,14.1,14.4
Tinton Ave & E 165 St,40.824796,-73.90242,-0.4,8.9,8.9
Tompkins Ave & Hopkins St,40.69957608,-73.94708417,-1.0,21.8,22.0
Townsend Ave & E 175 St,40.84741,-73.911359,-2.4,3.6,3.7
Troy Ave & Park Pl,40.67251,-73.93642,-13.0,0.1,0.1
Troy Ave & Sterling Pl,40.67195,-73.93651,15.9,0.4,0.3
Underhill Ave & Lincoln Pl,40.6740123,-73.9671457,0.5,48.5,48.2
Underhill Ave & Pacific St,40.6804836,-73.9646795,-0.6,39.3,39.6
Union Ave & E 169 St,40.82995,-73.898802,-0.6,5.3,5.3
Union Ave & Jackson St,40.7160751,-73.952029,-0.5,40.3,40.5
Union Ave & N 12 St,40.71924,-73.95242,-1.7,73.8,75.0
Union Ave & Wallabout St,40.70029511,-73.95032283,-2.8,28.0,28.8
Union St & 4 Ave,40.6772744,-73.98282002,-1.5,46.8,47.5
Union St & Bedford Ave,40.6691783,-73.9554162,0.6,35.1,34.9
Union St & Nevins St,40.67909799721684,-73.98765474557877,-5.4,31.4,33.1
University Ave & Brandt Pl,40.848354,-73.918389,4.4,4.8,4.6
University Ave & Macombs Rd,40.8496401,-73.9161206,14.7,7.4,6.3
University Ave & W 168 St,40.838706,-73.927034,-0.3,3.9,3.9
University Ave & W Burnside Ave,40.85501,-73.910751,3.2,6.0,5.8
University Pl & E 14 St,40.734814,-73.992085,-2.3,265.6,271.7
University Pl & E 8 St,40.73143724085228,-73.99490341544151,2.1,139.3,136.4
Valentine Ave & E 181 St,40.854123869116,-73.89932222664356,-1.8,6.7,6.8
Valentine Ave & E 183 St,40.856987,-73.898237,0.5,4.6,4.6
Van Brunt St & Van Dyke St,40.6758329439129,-74.01472628116608,-4.1,30.0,31.2
Van Brunt St & Wolcott St,40.6773429,-74.01275056,-3.8,28.9,30.0
Van Buren St & Broadway,40.692,-73.92617,4.1,18.1,17.4
Van Dam St & Greenpoint Ave,40.73443564069459,-73.93790781497955,-3.6,5.0,5.2
Van Sinderen Ave & Atlantic Ave,40.67621,-73.90351,8.8,0.8,0.8
Van Sinderen Ave & Truxton St,40.6786,-73.90369,1.7,14.0,13.8
Van Vorst Park,40.71848892,-74.047726625,,0.0,0.0
Vernon Blvd & 10 St,40.7671863,-73.9373554,-0.2,27.7,27.8
Vernon Blvd & 30 Rd,40.770845,-73.934171,1.0,1.6,1.6
Vernon Blvd & 31 Ave,40.7692475,-73.9354504,-0.5,29.1,29.3
Vernon Blvd & 41 Rd,40.7552433,-73.9485678,-1.7,10.7,10.9
Vernon Blvd & 47 Rd,40.7449067,-73.9534573,-3.0,34.2,35.2
Vernon Blvd & 50 Ave,40.74232744,-73.95411749,-1.1,86.2,87.2
Vernon Blvd & Queens Plaza S,40.75408220615571,-73.94942253828049,-7.7,1.0,1.1
Verona Pl & Fulton St,40.6803560840434,-73.9476791024208,0.4,32.5,32.3
Vesey Pl & River Terrace,40.7153379,-74.01658354,-0.0,173.2,173.3
Vesey St & Church St,40.71221958009051,-74.01047229766846,-0.6,163.4,164.4
W 10 St & Washington St,40.73342399437081,-74.00851495563984,-0.1,78.1,78.2
W 100 St & Broadway,40.7973721,-73.97041192,0.4,105.7,105.4
W 100 St & Manhattan Ave,40.795,-73.9645,1.6,89.7,88.3
W 104 St & Amsterdam Ave,40.79904139288298,-73.96649479866028,5.1,51.0,48.4
W 106 St & Amsterdam Ave,40.8008363,-73.9664492472,1.2,66.2,65.4
W 106 St & Central Park West,40.7981856,-73.9605909006,0.1,98.3,98.1
W 107 St & Columbus Ave,40.7997568,-73.9621128676,0.6,51.7,51.4
W 11 St & 6 Ave,40.73532427,-73.99800419,-0.3,124.0,124.4
W 110 St & Amsterdam Ave,40.802692,-73.96295,0.7,76.3,75.8
W 111 St & 5 Ave,40.79752078124756,-73.9489397406578,-0.5,51.9,52.2
W 113 St & Broadway,40.805973,-73.964928,2.0,65.0,63.7
W 116 St & Amsterdam Ave,40.8067581,-73.9607082,3.1,58.3,56.5
W 116 St & Broadway,40.8082,-73.9641,3.2,59.8,57.8
W 12 St & Hudson St,40.73752993301071,-74.00558933615685,-1.6,111.7,113.5
W 120 St & Claremont Ave,40.8109494,-73.9634,6.0,37.3,35.1
W 129 St & Convent Ave,40.814394437915816,-73.95324736833572,-0.8,18.1,18.3
W 13 St & 5 Ave,40.735445,-73.99431,-0.1,171.0,171.2
W 13 St & 7 Ave,40.73781509,-73.99994661,-0.8,128.9,130.0
W 133 St & 12 Ave,40.820003,-73.959089,0.7,16.9,16.8
W 135 St & Lenox Terrace Pl,40.813619,-73.939336,-2.8,20.8,21.4
W 140 St & Riverside Dr,40.824013,-73.954743,5.6,7.9,7.5
W 144 St & Adam Clayton Powell Blvd,40.820877,-73.939249,-0.7,20.6,20.8
W 145 St & Amsterdam Ave,40.825244,-73.947257,4.3,16.0,15.3
W 146 St & Broadway,40.826969,-73.949738,8.3,22.1,20.2
W 147 St & Adam Clayton Powell Blvd,40.82281,-73.937413,0.0,17.8,17.8
W 148 St & Amsterdam Ave,40.827075,-73.945909,4.8,17.7,16.9
W 15 St & 10 Ave,40.74275382865903,-74.00747358798981,-3.3,94.8,97.9
W 15 St & 6 Ave,40.738046142482766,-73.99642959237099,-0.1,194.8,195.1
W 15 St & 7 Ave,40.73935542,-73.99931783,-0.3,157.5,158.1
W 155 St & Frederick Douglass Blvd,40.82923,-73.936996,0.7,11.8,11.7
W 159 St & Edgecombe Ave,40.833303,-73.939326,3.3,5.3,5.1
W 16 St & The High Line,40.74334935,-74.00681753,-0.3,158.3,158.7
W 160 St & St. Nicholas Ave,40.834468,-73.939865,21.1,15.1,11.9
W 163 St & Edgecombe Ave,40.835798,-73.937496,18.0,5.6,4.6
W 163 St & Riverside Dr,40.839278,-73.945446,7.9,7.8,7.2
W 165 St & Fort Washington Ave,40.84004,-73.942939,13.1,15.8,13.7
W 168th S & Fort Washington Ave,40.84210236102173,-73.9422395825386,3.8,28.2,27.1
W 17 St & 7 Ave,40.74056423633952,-73.99852573871613,-1.4,21.7,22.0
W 17 St & 8 Ave,40.74177603,-74.00149746,-0.2,125.4,125.7
W 170 St & University Ave,40.84207,-73.926075,3.9,8.4,8.0
W 171 St & St. Nicholas Ave,40.842941,-73.938631,16.2,13.2,11.0
W 176 St & Montgomery Ave,40.849629,-73.919205,3.3,6.3,6.1
W 18 St & 6 Ave,40.73971301,-73.99456405,-0.5,185.3,186.2
W 18 St & 9 Ave,40.7435337324616,-74.00367558002472,-3.1,28.4,29.3
W 180 St & Ft Washington Ave,40.849972,-73.938423,3.8,18.5,17.8
W 181 St & Riverside Dr,40.85168,-73.94186,0.4,22.7,22.6
W 186 St & St. Nicholas Ave,40.852253,-73.931308,4.2,8.5,8.2
W 190 St & Broadway,40.85648733523576,-73.93296986818314,0.4,9.2,9.2
W 190 St & St. Nicholas Ave,40.854788,-73.929513,4.4,2.3,2.2
W 192 St & University Ave,40.866899,-73.901942,4.2,7.1,6.8
W 20 St & 10 Ave,40.745686,-74.005141,-0.7,193.0,194.3
W 20 St & 7 Ave,40.74238787,-73.99726235,-0.6,170.7,171.7
W 20 St & 8 Ave,40.74345335,-74.00004031,-0.7,150.3,151.4
W 204 St & Nagle Ave,40.863211,-73.920827,-10.4,6.0,6.6
W 204 St & Vermilyea Ave,40.866141,-73.922648,-1.2,8.0,8.1
W 21 St & 6 Ave,40.74173969,-73.99415556,-1.1,352.9,356.7
W 211 St & 10 Ave,40.86709406268147,-73.9172950387001,-3.2,2.5,2.5
W 212 St & 10 Ave,40.8676583895191,-73.91675725579262,-2.4,1.0,1.1
W 218 St & Broadway,40.87139,-73.914318,-4.0,5.5,5.7
W 218 St & Indian Rd,40.873054589370895,-73.91837194561958,-3.5,4.6,4.7
W 22 St & 10 Ave,40.74691959,-74.00451887,-0.3,227.1,227.9
W 22 St & 8 Ave,40.74475148,-73.99915362,-0.7,169.3,170.6
W 225 St & Exterior St,40.873265,-73.906646,-6.0,15.7,16.6
W 24 St & 7 Ave,40.74487634,-73.99529885,-0.2,136.0,136.3
W 25 St & 6 Ave,40.74395411,-73.99144871,-0.3,177.8,178.3
W 26 St & 10 Ave,40.749717753,-74.002950346,-1.3,135.0,136.7
W 26 St & 8 Ave,40.74734825,-73.99723551,0.2,182.6,182.3
W 27 St & 7 Ave,40.746647,-73.993915,-2.2,179.0,182.9
W 29 St & 9 Ave,40.7500727,-73.99839279,-0.5,140.9,141.7
W 30 St & 10 Ave,40.752694,-74.002353,-0.3,200.0,200.6
W 30 St & 8 Ave,40.74965268472847,-73.9952078461647,-0.3,95.3,95.6
W 31 St & 7 Ave,40.749156,-73.9916,-0.1,257.6,257.8
W 33 St & 10 Ave,40.75377336836039,-73.99937599897385,1.1,84.1,83.2
W 33 St & 7 Ave,40.75019995,-73.99093085,1.5,13.8,13.6
W 34 St & 11 Ave,40.75594159,-74.0021163,-1.3,142.3,144.1
W 34 St &\tHudson Blvd E,40.75516719072139,-74.00059908628464,-1.7,130.0,132.2
W 35 St & 8 Ave,40.752762088742045,-73.99280458705107,9.7,60.3,54.5
W 35 St & 9 Ave,40.75414519263519,-73.9960889518261,1.6,96.6,95.1
W 35 St & Dyer Ave,40.754691750226016,-73.99740189313889,3.9,49.6,47.6
W 36 St & 7 Ave,40.752149,-73.989539,0.4,97.2,96.7
W 36 St & 9 Ave,40.75462324029105,-73.99516761302948,5.8,108.9,102.6
W 37 St & 10 Ave,40.75660359,-73.9979009,-0.2,137.6,137.9
W 37 St & 5 Ave,40.75038009,-73.98338988,1.5,102.5,100.9
W 37 St & Broadway,40.75227093837409,-73.98770570755005,17.4,35.3,29.1
W 38 St & 9 Ave,40.75561113529378,-73.99373665452003,-0.4,2.2,2.2
W 39 St & 9 Ave,40.75645824,-73.99372222,0.9,41.3,41.0
W 4 St & 7 Ave S,40.73401143,-74.00293877,-0.5,189.1,190.0
W 40 St & 5 Ave,40.752269,-73.982079,2.0,79.8,78.1
W 40 St & 7 Ave,40.754818,-73.988154,6.1,48.6,45.7
W 41 St & 8 Ave,40.75640548,-73.9900262,0.1,206.6,206.4
W 42 St & 6 Ave,40.75492,-73.98455,0.1,184.8,184.7
W 42 St & 8 Ave,40.7575699,-73.99098507,-1.8,142.8,145.3
W 42 St & Dyer Ave,40.75898481399634,-73.99379968643188,2.0,113.0,110.7
W 43 St & 10 Ave,40.76009437,-73.99461843,1.2,196.8,194.4
W 44 St & 11 Ave,40.762009,-73.996975,4.0,176.5,169.4
W 44 St & 5 Ave,40.75500254,-73.98014437,-0.9,149.7,151.0
W 45 St & 8 Ave,40.75929124,-73.98859651,1.3,130.8,129.1
W 46 St & 11 Ave,40.76341379,-73.99667444,-1.0,86.1,87.0
W 47 St & 10 Ave,40.76269882,-73.99301222,-0.1,139.3,139.4
W 47 St & 6 Ave,40.758397,-73.98255,1.0,83.2,82.4
W 47 St & 9 Ave,40.76153045158114,-73.99007007479668,9.0,24.8,22.6
W 48 St &  Rockefeller Plaza,40.75776935448309,-73.97929430007935,2.8,75.6,73.5
W 49 St & 8 Ave,40.76227205,-73.98788205,5.6,142.4,134.5
W 50 St & 10 Ave,40.76473420006519,-73.99194359779358,7.1,131.3,121.9
W 50 St & 9 Ave,40.76360467795863,-73.98917958140373,4.8,103.1,98.1
W 51 St & 6 Ave,40.7606597,-73.98042047,1.1,128.9,127.6
W 51 St & Rockefeller Plaza,40.75973805251143,-73.97811613976955,-0.0,84.2,84.2
W 52 St & 11 Ave,40.76727216,-73.99392888,0.5,43.7,43.5
W 52 St & 6 Ave,40.76132983124814,-73.97982001304626,0.7,93.2,92.5
W 53 St & 10 Ave,40.76669671,-73.99061728,-0.0,135.3,135.4
W 54 St & 11 Ave,40.768333,-73.992573,2.2,187.5,183.3
W 54 St & 9 Ave,40.76584941,-73.98690506,0.8,132.5,131.4
W 55 St & 6 Ave,40.763189,-73.978434,-1.1,118.7,120.0
W 56 St & 10 Ave,40.768254,-73.988639,2.3,85.2,83.2
W 56 St & 6 Ave,40.76340613,-73.97722479,1.6,105.6,104.0
W 56 St & 8 Ave,40.765959181657976,-73.98313522338867,7.3,94.6,87.6
W 59 St & 10 Ave,40.770513,-73.988038,1.7,143.5,141.1
W 63 St & Broadway,40.77163851,-73.98261428,0.1,150.3,150.2
W 64 St & Thelonious Monk Circle,40.77515953434235,-73.98918695747852,0.1,120.8,120.7
W 67 St & Broadway,40.77492513,-73.98266566,0.5,137.7,137.1
W 70 St & Amsterdam Ave,40.77748046,-73.98288594,1.2,152.3,150.4
W 74 St & Columbus Ave,40.7785669,-73.97754961,5.9,75.6,71.1
W 76 St & Columbus Ave,40.7801839724239,-73.97728532552719,4.7,93.3,88.9
W 82 St & Central Park West,40.78275,-73.97137,3.3,89.0,86.0
W 84 St & Broadway,40.7867947,-73.977112,6.9,82.6,76.8
W 84 St & Columbus Ave,40.78499979,-73.97283406,0.8,110.7,109.8
W 87 St & Amsterdam Ave,40.78839,-73.9747,4.3,81.8,78.3
W 87 St & West End Ave,40.789622,-73.97757,2.2,74.2,72.5
W 89 St & Columbus Ave,40.7882213,-73.97041561,1.6,92.1,90.6
W 90 St & Amsterdam Ave,40.79017948095081,-73.97288918495178,3.5,58.3,56.2
W 92 St & Broadway,40.7921,-73.9739,1.6,66.7,65.6
W 95 St & Broadway,40.7937704,-73.971888,0.5,98.5,98.0
W Broadway & Spring St,40.72494672359416,-74.00165855884552,-3.0,77.9,80.3
W Broadway & W Houston St,40.726378,-74.000472,-2.4,72.6,74.3
W Burnside Ave & University Ave,40.853686,-73.912498,0.4,6.1,6.1
W Fordham Rd & Loring Pl N,40.86295,-73.90741,3.3,7.0,6.8
W Mosholu Pkwy S & Sedgwick Ave,40.88226,-73.88702,0.9,7.0,7.0
W Tremont Ave & Grand Ave,40.850036,-73.912785,0.9,4.2,4.1
W Tremont Ave & Matthewson Rd,40.853827,-73.920765,-2.4,4.2,4.3
W Tremont Ave & Montgomery Ave,40.851788,-73.916418,1.8,6.6,6.5
Wadsworth Ave & W 175 St,40.846052,-73.937648,4.7,13.8,13.1
Wadsworth Ave & W 179 St,40.848467,-73.936064,7.7,23.6,21.8
Wakeman Pl & Ridge Blvd,40.639421,-74.026823,-1.5,8.0,8.2
Wales Ave & E 147 St,40.811314,-73.907729,-1.0,9.8,9.9
Walker St & Baxter St,40.717411,-73.999573,-6.5,67.6,72.0
Walnut Ave & E 136 St,40.801657,-73.909513,-3.0,4.1,4.2
Walton Ave & E 153 St,40.822351,-73.926907,-0.8,7.3,7.3
Walton Ave & E 168 St,40.83649,-73.918316,-1.1,10.9,11.0
Walton Ave & E 171 St,40.840683,-73.915073,-2.5,12.9,13.2
Walton Ave & E 183 St,40.858472,-73.90266,0.8,6.9,6.8
Wards Meadow Comfort Station,40.78294,-73.93077,0.1,43.0,43.0
Warren St,40.7211236,-74.03805095,,0.0,0.0
Warren St & Court St,40.686371,-73.99383324,-3.0,35.5,36.6
Warren St & Smith St,40.68542400997018,-73.99127773940563,-2.2,45.8,46.8
Warren St & W Broadway,40.71473993,-74.00910627,-1.9,75.5,77.0
Washington Ave & E 163 St,40.824,-73.91089,-1.4,15.8,16.1
Washington Ave & E 167 St,40.829896,-73.907618,-3.5,7.3,7.5
Washington Ave & E 174 St,40.843079,-73.900216,-1.1,3.0,3.1
Washington Ave & Greene Ave,40.68650065,-73.96563307,-0.1,45.8,45.9
Washington Ave & Park Ave,40.69610226,-73.96751037,0.4,55.0,54.7
Washington Park,40.6917823,-73.9737299,-0.7,48.0,48.3
Washington Pl & 6 Ave,40.73224119,-74.00026394,0.2,136.1,135.9
Washington Pl & Broadway,40.72903917,-73.99404649,-0.3,125.9,126.2
Washington Square E,40.73049393,-73.9957214,-4.1,144.6,150.5
Washington St,40.7242941,-74.0354826,,0.0,0.1
Washington St & Barrow St,40.73191132323174,-74.008769094944,-6.9,68.4,73.1
Washington St & Gansevoort St,40.739323,-74.008119,-0.7,178.9,180.2
Washington St & Laight St,40.72231,-74.0106,-1.8,53.2,54.1
Water St &  Fletcher St,40.706410755236135,-74.00559738278389,-1.6,82.9,84.2
Water St & Gouverneur Ln,40.70469667894968,-74.00803416967392,-4.3,58.0,60.5
Water St & Main St,40.703212,-73.990409,-1.1,76.4,77.2
Waterbury St & Stagg St,40.71019,-73.93734,0.5,26.7,26.5
Waterloo Pl & Crotona Park East,40.839194,-73.888587,1.2,4.1,4.0
Watts St & Greenwich St,40.72405549,-74.00965965,-0.6,66.9,67.3
Webb Ave & W 190 St,40.8660052,-73.904254892,8.5,3.7,3.4
Webster Ave & E 166 St,40.828975,-73.911259,-2.4,5.5,5.7
Webster Ave & Ford St,40.85556,-73.89615,0.1,5.6,5.6
Weeks Ave & E 175 St,40.846879,-73.907342,3.5,5.3,5.1
West Broadway & Watts St,40.72323,-74.00314,-2.7,68.0,69.8
West Drive & Prospect Park West,40.6610633719006,-73.97945255041122,-0.1,122.8,123.0
West End Ave & W 107 St,40.8021174,-73.9681805305,10.5,61.5,55.0
West End Ave & W 60 St,40.77237,-73.99005,0.0,178.9,178.9
West End Ave & W 78 St,40.783786,-73.981687,14.6,62.5,53.4
West End Ave & W 94 St,40.7941654,-73.974124,3.7,50.6,48.7
West Farms Rd & Boone Ave,40.8301283948092,-73.88630211353302,-5.6,1.4,1.5
West St & Chambers St,40.71754834,-74.01322069,-1.0,337.1,340.6
West St & Liberty St,40.711444,-74.014847,-0.3,239.7,240.3
West Thames St,40.70834698,-74.01713445,-0.3,118.3,118.6
Westchester Ave & E 156 St,40.817802,-73.905203,-1.2,9.4,9.5
Westchester Ave & Jackson Ave,40.816124,-73.908116,-0.8,12.5,12.6
Westchester Ave & Longwood Ave,40.819701,-73.901311,3.2,12.0,11.6
Westchester Ave & Southern Blvd,40.824956,-73.891677,-0.9,13.8,14.0
White St & Johnson Ave,40.707174,-73.93581,-0.3,8.6,8.6
White St & Moore St,40.704508,-73.9351,-1.1,25.2,25.5
Whitehall St & Bridge St,40.70366170524135,-74.0131813287735,-2.0,5.0,5.1
Wilkins Ave & Crotona Park E,40.835302,-73.895133,1.6,7.3,7.2
William St & Pine St,40.70717936,-74.00887308,0.4,81.6,81.2
Willis Ave & Bruckner Blvd,40.805701,-73.925177,-0.4,11.5,11.5
Willis Ave & E 137 St,40.808384,-73.923604,-1.3,19.0,19.2
Willis Ave & E 141 St,40.81093,-73.921606,-2.4,13.7,14.1
Willis Ave & E 143 St,40.812299,-73.92037,0.2,9.6,9.6
Willoughby Ave & Hall St,40.69196035,-73.96536851,1.3,74.2,73.3
Willoughby Ave & Myrtle Ave,40.69757,-73.93098,-0.2,41.4,41.5
Willoughby Ave & Onderdonk Ave,40.7098,-73.91727,2.3,14.3,13.9
Willoughby Ave & Tompkins Ave,40.69425403,-73.94626915,-0.4,44.5,44.7
Willoughby Ave & Walworth St,40.69331716,-73.95381995,-1.0,34.7,35.0
Willoughby Ave & Wyckoff Ave,40.705614,-73.92153,-0.6,31.9,32.1
Willoughby St & Ashland Pl,40.69178,-73.97877,0.1,19.2,19.2
Willoughby St & Fleet St,40.69196566,-73.9813018,-1.7,68.9,70.1
Willow Ave & 12 St,40.7518674823282,-74.03037697076797,,0.0,0.0
Willow Ave & E 133 St,40.800933,-73.913863,-1.7,6.5,6.6
Wilson Ave & Moffat St,40.68906,-73.90506,3.6,12.9,12.4
Wilson Ave & Troutman St,40.70166,-73.92754,0.5,36.0,35.9
Windsor Pl & 8 Ave,40.660906,-73.983074,3.0,17.5,16.9
Windsor Pl & Howard Pl,40.65949055893896,-73.98013919591904,7.6,30.1,27.9
Withers St & Kingsland Ave,40.71773,-73.94051,-0.2,17.3,17.3
Wolcott St & Dwight St,40.6753274,-74.0100698,-13.2,7.2,8.2
Woodside Ave & 55 St,40.74679,-73.90893,3.3,1.2,1.2
Woodside Ave & 60 St,40.74521,-73.90462,-2.7,2.5,2.5
Woodside Ave & 69 St,40.7428,-73.89584,-11.2,0.7,0.7
Woodside Ave & Roosevelt Ave,40.74549,-73.90605,-2.2,2.8,2.9
