station_name,lat,lng,no_return_pc,daily_deps,daily_arrs
E 135 St & St Ann's Ave,40.805089,-73.918889,-3.1,7.2,7.4
E 138 St & 5 Av,40.81449,-73.936153,-0.9,20.0,20.2
E 138 St & Canal St W,40.812304,-73.929153,-3.1,3.0,3.1
E 138 St & Cypress Ave,40.805559,-73.914718,-1.3,10.2,10.4
E 138 St & Grand Concourse,40.813224,-73.930605,-2.1,7.6,7.8
E 138 St & Park Ave,40.81263616769319,-73.92924964427948,-0.8,8.3,8.4
E 138 St & Willow Ave,40.804168,-73.911545,-0.9,5.3,5.4
E 14 St & 1 Ave,40.73139303364151,-73.98286700248718,-2.7,130.4,134.0
E 14 St & Avenue B,40.72938685,-73.97772429,0.3,132.7,132.3
E 141 St & Jackson Ave,40.806896,-73.911837,-1.9,4.6,4.7
E 141 St & St Ann's Ave,40.808633,-73.916124,-2.2,8.5,8.7
E 142 St & 3 Ave,40.812735,-73.923697,-1.2,12.4,12.5
E 144 St & Brook Ave,40.811675,-73.917037,-1.0,5.4,5.5
E 147 St & Bergen Ave,40.814673,-73.91839,-1.2,11.3,11.5
E 149 St & Eagle Ave,40.814046,-73.91186,-1.1,9.4,9.5
E 149 St & Jackson Ave,40.813135,-73.909235,-1.2,11.0,11.1
E 149 St & Morris Ave,40.81734,-73.922962,-0.2,19.9,19.9
E 149 St & Park Ave,40.818154,-73.925294,-1.5,14.0,14.2
E 15 St & 3 Ave,40.734232,-73.986923,0.1,132.3,132.1
E 150 St & Gerard Ave,40.820089,-73.928947,-1.4,8.2,8.3
E 153 St & E 157 St,40.826677,-73.929327,-4.8,6.8,7.2
E 155 St & Courtlandt Ave,40.82057,-73.917579,0.6,4.3,4.3
E 156 & Brook Ave,40.819823,-73.912411,-0.8,12.1,12.2
E 156 St & Courtlandt Ave,40.82123860172,-73.9173299074173,-1.7,6.8,6.9
E 157 St & River Ave,40.825737,-73.927311,-2.0,10.3,10.5
E 158 St & Melrose Ave,40.822215,-73.914688,0.2,10.7,10.6
E 16 St & 5 Ave,40.73726186,-73.99238967,-0.4,199.0,199.7
E 16 St & Irving Pl,40.735367055605394,-73.98797392845154,-0.4,140.4,140.9
E 160 St & Tinton Ave,40.820302,-73.903944,1.0,4.9,4.8
E 161 St & Park Ave,40.824811,-73.916407,-1.7,14.5,14.7
E 161 St & River Ave,40.827883,-73.927111,-1.3,37.3,37.8
E 163 St & Tiffany St,40.821075,-73.895069,0.6,4.5,4.4
E 163 St & Union Ave,40.822545,-73.901824,1.0,9.9,9.8
E 165 St & Clay Ave,40.82809,-73.91288,-0.3,7.3,7.3
E 165 St & Fox St,40.82394,-73.894025,5.8,3.7,3.5
E 165 St & Jerome Ave,40.83263,-73.925101,-5.2,2.2,2.3
E 167 St & Bryant Ave,40.826706,-73.888719,7.7,5.0,4.6
E 167 St & Clay Ave,40.83094,-73.91125,-3.1,7.6,7.8
E 167 St & Franklin Ave,40.82895,-73.90521,3.5,8.1,7.8
E 169 St & Fox St,40.827184,-73.893721,0.8,3.4,3.4
E 169 St & Webster Ave,40.834015,-73.908863,-1.0,8.6,8.7
E 17 St & 2 Ave,40.73431166276575,-73.98372530937195,0.4,39.6,39.5
E 17 St & Broadway,40.73704984,-73.99009296,-1.6,155.1,157.6
E 170 St & Clay Ave,40.837213,-73.908345,-2.4,11.3,11.6
E 170 St & Sheridan Ave,40.838315,-73.912604,3.8,15.7,15.1
E 170 St & Webster Ave,40.83617913677475,-73.90730146322765,-2.3,20.6,21.1
E 171 St & 3 Ave,40.837119,-73.902185,-1.1,13.2,13.4
E 171 St & Webster Ave,40.838379,-73.905838,-1.9,6.3,6.4
E 174 St & Longfellow Ave,40.836274,-73.884308,-6.0,6.4,6.8
E 174 St & Walton Ave,40.844811,-73.912042,2.3,5.2,5.1
E 182 St & Morris Ave,40.85670801831255,-73.90265285968779,-2.2,7.1,7.3
E 188 St & Creston Ave,40.861669,-73.898589,-0.4,9.3,9.3
E 19 St & 3 Ave,40.73624527,-73.98473765,-0.1,104.1,104.2
E 2 St & 2 Ave,40.72502876,-73.99069656,-1.6,94.2,95.7
E 2 St & Avenue A,40.72307749068673,-73.98583620786667,-1.1,138.8,140.3
E 2 St & Avenue B,40.72217444,-73.98368779,0.2,162.6,162.4
E 2 St & Avenue C,40.7208736,-73.98085795,4.2,141.1,135.2
E 20 St & 2 Ave,40.73587678,-73.98205027,0.3,150.0,149.6
E 20 St & FDR Dr,40.733208626522426,-73.9756813647,-0.1,129.8,129.9
E 20 St & FDR Drive,40.73314259,-73.97573881,0.9,9.4,9.3
E 20 St & Park Ave,40.73827428,-73.98751968,-0.4,148.6,149.3
E 201 St & Briggs Ave,40.87207,-73.88459,0.4,3.1,3.0
E 22 St & 2 Ave,40.73716919369882,-73.98122549057007,2.0,121.5,119.1
E 23 St & 1 Ave,40.736502,-73.97809472,-0.3,146.3,146.7
E 25 St & 1 Ave,40.7381765,-73.97738662,-0.2,102.7,103.0
E 25 St & 2 Ave,40.73912601,-73.97973776,1.1,160.6,158.8
E 26 St & 3 Ave,40.74069317733043,-73.98160636425018,4.5,100.9,96.3
E 27 St & 1 Ave,40.739445,-73.976806,-1.4,146.9,149.0
E 27 St & Park Ave S,40.74275179648995,-73.9847157150507,3.0,120.2,116.7
E 3 St & 1 Ave,40.72467721,-73.98783413,-1.4,87.5,88.7
E 3 St & Church Ave,40.643817,-73.977433,-7.2,6.2,6.7
E 30 St & Park Ave S,40.74444921,-73.98303529,0.5,133.8,133.1
E 31 St & 3 Ave,40.74394314,-73.97966069,0.4,150.7,150.1
E 32 St & Park Ave,40.7457121,-73.98194829,0.4,116.0,115.5
E 33 St & 1 Ave,40.74322681432173,-73.97449783980846,0.2,248.9,248.4
E 33 St & 5 Ave,40.74765947,-73.98490707,0.0,158.5,158.5
E 35 St & Madison Ave,40.74848023448579,-73.98255586624146,11.1,48.8,43.4
E 39 St & 2 Ave,40.74803319428767,-73.973827958107,1.3,157.5,155.4
E 39 St & Lexington Ave,40.7494985460252,-73.97729203113158,2.2,120.6,117.9
E 4 St & 2 Ave,40.7262807,-73.98978041,-0.7,135.0,136.0
E 4 St & Ave B,40.72334683218016,-73.98265913128853,-1.7,71.6,72.9
E 40 St & 5 Ave,40.752062307,-73.9816324043,3.5,96.5,93.1
E 40 St & Park Ave,40.750756,-73.978326,1.9,234.1,229.7
E 41 St & Madison Ave (SE corner),40.752049,-73.979635,7.7,114.0,105.3
E 41 St & Madison Ave (SW corner),40.752165280621966,-73.97992193698882,1.7,97.1,95.5
E 43 St & 2 Ave,40.75022392,-73.97121414,9.6,25.1,22.7
E 44 St & 2 Ave,40.75118387463277,-73.97138714790344,6.9,94.0,87.5
E 44 St & Lexington Ave,40.752643,-73.974996,0.2,149.8,149.5
E 45 St & 3 Ave,40.75255434,-73.97282625,0.9,68.0,67.4
E 47 St & 1 Ave,40.75206862,-73.96784384,-0.5,71.4,71.7
E 47 St & 2 Ave,40.75323098,-73.97032517,3.1,111.4,107.9
E 47 St & Park Ave,40.75510267,-73.97498696,-0.5,134.5,135.2
E 48 St & 3 Ave,40.7546011026,-73.971878855,0.6,92.1,91.5
E 48 St & 5 Ave,40.75724567911726,-73.97805914282799,-0.3,95.7,96.0
E 5 St & Ave A,40.72479007746337,-73.98430064320564,-0.7,108.2,108.9
E 5 St & Avenue C,40.72299208,-73.97995466,0.3,86.4,86.1
E 5 St & Cooper Sq,40.72769,-73.990993,-2.0,77.7,79.3
E 50 St & Park Ave,40.757334,-73.974235,4.3,50.4,48.2
E 51 St & 1 Ave,40.75455731,-73.96592976,-0.9,85.5,86.3
E 51 St & 2 Ave,40.755293,-73.967641,1.5,98.7,97.1
E 51 St & Lexington Ave,40.75714758,-73.97207836,0.5,64.1,63.8
E 53 St & 3 Ave,40.75763227739443,-73.96930575370789,0.1,19.3,19.3
E 53 St & Lexington Ave,40.75828065,-73.97069431,-0.4,123.5,124.0
E 53 St & Madison Ave,40.7597108,-73.97402311,1.7,99.5,97.8
E 54 St & 1 Ave,40.756265,-73.964179,1.8,89.4,87.8
E 55 St & 2 Ave,40.75797322,-73.96603308,0.2,100.0,99.7
E 56 St & 3 Ave,40.75934501,-73.96759673,1.2,86.6,85.6
E 56 St & Madison Ave,40.761573,-73.972628,-0.2,81.3,81.5
E 58 St & 1 Ave (NE Corner),40.75892386377695,-73.96226227283478,-0.2,48.3,48.4
E 58 St & 1 Ave (NW Corner),40.759125,-73.962658,1.3,88.2,87.1
E 58 St & 3 Ave,40.76095756,-73.96724467,-0.0,111.2,111.3
E 58 St & Madison Ave,40.76302594280519,-73.97209525108337,5.1,61.2,58.1
E 59 St & Madison Ave,40.76350532,-73.97109243,0.0,96.8,96.8
E 6 St & 2 Ave,40.72737869323223,-73.98840844631195,-4.6,73.5,76.9
E 6 St & Avenue B,40.72453734,-73.98185424,-0.2,118.6,118.8
E 6 St & Avenue D,40.72228087,-73.97668709,0.4,107.9,107.5
E 60 St & York Ave,40.759107,-73.959223,-0.3,43.5,43.7
E 63 St & 3 Ave,40.763954,-73.9646,9.1,77.0,69.9
E 65 St & 2 Ave,40.76471851944339,-73.96222069859505,1.0,69.0,68.3
E 66 St & Madison Ave,40.76800889305947,-73.96845281124115,0.3,45.5,45.4
E 67 St & Park Ave,40.76780080148132,-73.96592080593109,2.3,51.0,49.8
E 68 St & 3 Ave,40.76712840349542,-73.96224617958069,0.2,65.7,65.5
E 68 St & Madison Ave,40.7691572,-73.96703464,9.8,54.7,49.4
E 7 St & Ave B,40.7251285241158,-73.98131668567657,1.0,99.9,98.8
E 7 St & Ave C,40.72412944090093,-73.97901266813278,2.8,86.1,83.6
E 7 St & Avenue A,40.72621788,-73.98379855,-0.3,147.2,147.6
E 72 St & Park Ave,40.77118287540658,-73.96409422159195,-0.2,67.9,68.0
E 72 St & York Ave,40.76663814,-73.95348296,-0.2,152.8,153.1
E 74 St & 1 Ave,40.7689738,-73.95482273,-0.0,96.0,96.0
E 75 St & 3 Ave,40.77112927,-73.95772297,0.2,70.6,70.5
E 76 St & Park Ave,40.773763,-73.96222088,-0.2,77.0,77.2
E 77 St & 3 Ave,40.77314236,-73.95856158,0.1,77.6,77.5
E 78 St & 2 Ave,40.7727966,-73.95577801,1.7,56.0,55.0
E 8 St & Caton Ave,40.648055,-73.972432,-11.2,8.3,9.2
E 80 St & 2 Ave,40.77391390238118,-73.9543953537941,-0.6,68.4,68.9
E 81 St & 2 Ave,40.77477944895728,-73.95427465438843,1.4,12.7,12.5
E 81 St & 3 Ave,40.77573034,-73.9567526,-5.2,55.9,58.8
E 81 St & Park Ave,40.77677702,-73.9590097,3.4,49.1,47.4
E 81 St & York Ave,40.7728384,-73.94989233,0.1,80.5,80.4
E 82 St & East End Ave,40.7724607,-73.9468208,-0.0,54.9,54.9
E 84 St & 1 Ave,40.77565541,-73.95068615,-1.9,106.5,108.5
E 84 St & Park Ave,40.77862688,-73.95772073,0.5,73.6,73.3
E 85 St & 3 Ave,40.77801203,-73.95407149,-0.3,161.8,162.3
E 85 St & East End Ave,40.77431811327392,-73.94548773765564,-1.1,0.7,0.7
E 85 St & York Ave,40.77536905,-73.94803392,-0.2,56.1,56.2
E 88 St & 1 Ave,40.778301,-73.9488134,-0.3,95.4,95.6
E 88 St & Park Ave,40.781410700190015,-73.95595908164978,1.0,70.6,70.0
E 89 St & 3 Ave,40.7806284,-73.9521667,-0.1,72.6,72.7
E 89 St & York Ave,40.7779453,-73.946041,-0.3,81.4,81.6
E 9 St & 5 Ave,40.73275887045087,-73.99581670761108,-1.1,111.0,112.3
E 9 St & Avenue C,40.72521311,-73.97768752,-0.3,101.7,101.9
E 91 St & 2 Ave,40.78115276427916,-73.94963040947914,-0.2,108.9,109.1
E 91 St & Park Ave,40.7835016,-73.955327,0.5,50.4,50.1
E 92 St & Park Ave,40.78385,-73.95416,1.0,16.5,16.4
E 93 St & 2 Ave,40.782454175279874,-73.9489196240902,-0.1,58.7,58.8
E 95 St & 3 Ave,40.7849032,-73.950503,0.3,40.8,40.7
E 97 St & 3 Ave,40.7859201,-73.94860294,-0.1,30.3,30.3
E 97 St & Madison Ave,40.787801,-73.953559,-3.5,72.3,74.8
E 98 St & Park Ave,40.78813,-73.95206,-0.3,29.8,29.9
E Burnside Ave & Ryer Ave,40.850535,-73.901318,-2.8,21.2,21.8
E Fordham Rd & Webster Ave,40.861748,-73.89105,-2.5,24.2,24.8
E Houston St & Columbia St,40.71978635452822,-73.97871628403664,-1.8,67.3,68.6
E Mosholu Pkwy & E 204 St,40.8740704,-73.8833650931,-3.4,2.6,2.7
E Mosholu Pkwy & Van Cortlandt Ave E,40.87656,-73.88366,-2.0,4.4,4.5
E Tremont Ave & E 176 St,40.847798,-73.901883,-4.3,13.2,13.7
E Tremont Ave & Jerome Ave,40.851747,-73.908964,-1.2,5.4,5.4
East End Ave & E 86 St,40.77518615,-73.94446054,-0.2,43.6,43.7
Eastern Pkwy & Franklin Ave,40.6707767,-73.9576801,2.6,72.3,70.4
Eastern Pkwy & Kingston Ave,40.66959,-73.94237,3.4,1.8,1.7
Eastern Pkwy & Ralph Ave,40.66852,-73.92284,17.8,0.3,0.2
Eastern Pkwy & Rochester Ave,40.66846,-73.9282,3.3,0.5,0.5
Eastern Pkwy & Troy Ave,40.66929,-73.93679,3.2,1.0,1.0
Eastern Pkwy & Washington Ave,40.6716493,-73.9631145,10.3,49.6,44.5
Edgecombe Ave & W 141 St,40.820681,-73.945144,-0.4,31.4,31.5
Edgecombe Ave & W 145 St,40.823498,-73.94386,1.2,27.4,27.0
Edgecombe Ave & W 150 St,40.826881,-73.941427,7.4,6.3,5.8
Edgecombe Ave & W 167 St,40.838191,-73.936085,18.4,9.9,8.1
Eldert St & Bushwick Ave,40.68652,-73.91321,-0.4,9.7,9.8
Emerson Pl & Myrtle Ave,40.69363137,-73.96223558,-0.2,78.7,78.8
Engert Ave & McGuinness Blvd,40.72158,-73.94546,-0.4,27.6,27.7
Essex Light Rail,40.7127742,-74.0364857,,0.0,0.1
Evergreen Ave & Noll St,40.70106,-73.93318,-0.3,27.0,27.1
FDR Drive & E 35 St,40.744219,-73.97121214,-0.3,142.3,142.7
Faile St & Garrison Ave,40.820578,-73.888271,8.2,1.9,1.7
Fairmount Ave,40.72572613742557,-74.07195925712585,,0.0,0.0
Fairview Ave & Linden St,40.70694,-73.90632,6.6,10.8,10.1
Featherbed Ln & Jerome Ave,40.845505,-73.914311,-3.0,2.9,3.0
Featherbed Ln & Nelson Ave,40.846011,-73.919637,2.9,8.0,7.7
Flatbush Ave & Eastern Pkwy,40.668757,-73.966438,8.1,10.8,9.9
Flatbush Ave & Ocean Ave,40.663657,-73.963014,-0.1,81.8,81.9
Flushing Ave & Vanderbilt Ave,40.69795031569544,-73.97077560424805,-2.1,78.3,79.9
Flushing Ave & Woodward Ave,40.71246,-73.91873,-0.2,18.8,18.8
Folin St & E 181 St,40.853929,-73.898385,-20.0,0.0,0.0
Forest Ave & Summerfield St,40.69922,-73.89795,-0.3,21.9,21.9
Forsyth St & Broome St,40.71893904,-73.99266288,-6.6,83.6,89.1
Forsyth St & Canal St,40.7158155,-73.99422366,-1.3,113.0,114.4
Forsyth St\t& Grand St,40.71779817737835,-73.99316132068634,-0.6,171.6,172.6
Fort Washington Ave & W 173 St,40.84522,-73.940493,8.0,14.6,13.4
Fort Washington Ave & W 183 St,40.852252,-73.937854,6.7,12.2,11.4
Franklin Ave & E 169 St,40.83171,-73.90208,1.2,12.7,12.6
Franklin Ave & Myrtle Ave,40.694546087246025,-73.95801365375519,-0.4,27.6,27.7
Franklin Ave & St Marks Ave,40.6758324,-73.9561677,1.0,51.1,50.6
Franklin St & Dupont St,40.73564,-73.95866,-0.9,92.8,93.7
Franklin St & W Broadway,40.71911552,-74.00666661,-1.5,59.1,60.0
Frederick Douglass Blvd & Harlem River Dr,40.830702,-73.936371,-0.7,7.3,7.4
Frederick Douglass Blvd & W 112 St,40.801694,-73.957145,-0.7,105.2,105.9
Frederick Douglass Blvd & W 115 St,40.8038654,-73.9559308,-0.9,69.7,70.3
Frederick Douglass Blvd & W 117 St,40.805159,-73.954692,-1.5,107.2,108.8
Frederick Douglass Blvd & W 129 St,40.8125511,-73.9492286,-0.4,24.2,24.3
Frederick Douglass Blvd & W 139 St,40.81900581806558,-73.94476890563965,-0.5,21.6,21.7
Frederick Douglass Blvd & W 145 St,40.823061,-73.941928,0.9,22.8,22.6
Freeman St & Reverend James A Polite Ave,40.830529,-73.894717,4.1,4.9,4.7
Freeman St & Southern Blvd,40.830051,-73.892103,-0.5,9.1,9.1
Front St & Gold St,40.70224,-73.982578,-2.2,30.1,30.8
Front St & Jay St,40.702461,-73.986842,-0.7,63.2,63.6
Front St & Washington St,40.70255088,-73.98940236,-3.1,43.2,44.5
Frost St & Debevoise Ave,40.71882,-73.93948,-0.3,11.7,11.7
Frost St & Meeker Ave,40.71766197083994,-73.94880026578903,-2.8,30.3,31.1
Ft. Hamilton Pkwy & E 2 St,40.648005,-73.979342,-4.2,12.0,12.5
Ft. Hamilton Pkwy & E 5 St,40.649037,-73.97673,-4.0,12.6,13.1
Ft. Washington Ave & W 190 St,40.856906,-73.935662,1.1,6.4,6.3
Fulton Ave & E 168 St,40.830471,-73.904556,1.5,8.7,8.5
Fulton Ave & E 172 St,40.839229,-73.899047,2.0,6.9,6.7
Fulton Ave & St. Paul's Pl,40.83545,-73.90153,0.5,10.0,10.0
Fulton St & Adams St,40.69241829257847,-73.98949474096298,-0.7,111.1,111.9
Fulton St & Broadway,40.711066,-74.009447,-1.7,113.5,115.4
Fulton St & Clermont Ave,40.68415748,-73.96922273,2.0,39.7,38.9
Fulton St & Irving Pl,40.68186,-73.959432,0.8,46.4,46.0
Fulton St & Pearl St,40.70772198491691,-74.00438636541367,-9.2,3.3,3.6
Fulton St & Saratoga Ave,40.67853,-73.91642,-6.1,0.7,0.7
Fulton St & Utica Ave,40.6794268,-73.9298911,0.3,40.9,40.8
Fulton St & Waverly Ave,40.68323865460341,-73.96599590778351,0.9,67.4,66.7
Fulton St & William St,40.70960089363537,-74.00655090808868,0.4,82.7,82.4
Gansevoort St & Hudson St,40.73944820130404,-74.00507032871246,-1.0,89.0,89.9
Garfield Pl & 8 Ave,40.6711978,-73.97484126,0.1,51.5,51.5
Garrison Ave & Manida St,40.818743,-73.890247,6.0,2.6,2.5
George St & Wilson Ave,40.702997,-73.92997,-0.8,25.4,25.6
Gerard Ave & E 146 St,40.817755,-73.92965,-2.6,6.9,7.1
Gerard Ave & E 164 St,40.830262,-73.923391,0.6,4.6,4.6
Gerard Ave & E 165 St,40.83173,-73.922394,-0.3,5.2,5.2
Gerard Ave & McClellan St,40.833909,-73.92112,-1.2,4.2,4.2
Glenwood Ave,40.72755146730012,-74.07106071710587,,0.0,0.0
Goble Pl & Macombs Rd,40.844075,-73.917256,-6.2,9.9,10.6
Goulden Ave & Bedford Park Blvd W,40.87387,-73.89533,1.5,3.9,3.9
Goulden Ave & W 197 St,40.87156,-73.89714,1.0,6.0,5.9
Goulden Ave & W 205 St,40.87812,-73.89192,3.3,5.5,5.3
Graham Ave & Conselyea St,40.715143,-73.944507,-0.1,88.5,88.6
Graham Ave & Grand St,40.711863,-73.944024,-0.8,68.2,68.8
Graham Ave & Herbert St,40.71929301,-73.94500379,0.3,23.5,23.4
Graham Ave & Withers St,40.7169811,-73.94485918,-0.3,40.1,40.2
Gramercy Park N & Gramercy Park E,40.73795,-73.98509,-0.5,27.4,27.5
Grand Army Plaza & Central Park S,40.7643971,-73.97371465,-0.0,221.3,221.4
Grand Army Plaza & Plaza St West,40.6729679,-73.97087984,-0.1,71.0,71.1
Grand Ave & Bergen St,40.678045,-73.962408,1.9,46.8,45.9
Grand Ave & W 181 St,40.856302,-73.907302,2.7,5.3,5.2
Grand Ave & W Fordham Rd,40.86288,-73.90316,3.1,4.4,4.3
Grand Concourse & E 144 St,40.816576,-73.927987,-0.9,15.1,15.3
Grand Concourse & E 156 St,40.823429,-73.924689,-1.6,9.8,10.0
Grand Concourse & E 161 St,40.82713380423556,-73.9227358996868,-1.3,26.8,27.2
Grand Concourse & E 164 St,40.829608,-73.921461,0.3,14.9,14.9
Grand Concourse & E 166 St,40.83196,-73.91956,1.5,20.9,20.6
Grand Concourse & E 167 St,40.834263,-73.917641,1.3,19.7,19.5
Grand Concourse & E 171 St,40.839549,-73.913004,4.5,11.0,10.5
Grand Concourse & E 175 St,40.84627592921954,-73.90931278467178,5.1,5.6,5.4
Grand Concourse & E 192 St,40.86448,-73.89522,0.4,6.5,6.5
Grand Concourse & E 196 St,40.86767,-73.89286,6.2,8.1,7.6
Grand Concourse & E 197 St,40.86945,-73.89148,2.5,6.7,6.5
Grand Concourse & E 199 St,40.87142,-73.88839,1.5,4.6,4.6
Grand Concourse & E 203 St,40.87382,-73.88661,9.5,3.6,3.2
Grand Concourse & E 205 St,40.875531,-73.8863864831,1.4,3.8,3.7
Grand Concourse & E Mosholu Pkwy S,40.877964,-73.8847550291,2.4,3.6,3.5
Grand Concourse & East Mount Eden Ave,40.84301,-73.91172,-1.2,13.5,13.6
Grand St,40.71517767732029,-74.03768330812454,,0.0,0.0
Grand St & 14 St,40.75409,-74.0316,,0.0,0.1
Grand St & Elizabeth St,40.718822,-73.99596,-0.3,184.8,185.3
Grand St & Greene St,40.72170005235607,-74.00238141417502,-1.1,83.2,84.2
Grand St & Havemeyer St,40.71286844,-73.95698119,-0.7,92.2,92.9
Grand St & Samuel Dickstein Plaza,40.71511871996496,-73.98417055606842,1.9,82.0,80.4
Grant Ave & E 169 St,40.83579,-73.913741,-5.3,23.5,24.7
Great Jones St,40.72743423,-73.99379025,-0.5,161.5,162.3
Green St & McGuinness Blvd,40.73396,-73.95204,-5.5,12.5,13.1
Greene Av & Myrtle Av,40.698568,-73.918877,-0.9,25.7,25.9
Greene Ave & Grandview Ave,40.709697,-73.907856,7.1,16.2,15.0
Greene Ave & Nostrand Ave,40.6883337,-73.950916,0.4,44.7,44.5
Greene Ave & Throop Ave,40.6894932,-73.942061,0.5,43.1,42.9
Greene St & Prince St,40.72511734422387,-73.99930492043495,-2.7,74.3,76.2
Greenpoint Ave & 47 St,40.7424,-73.91808,6.3,8.2,7.7
Greenpoint Ave & Manhattan Ave,40.73026,-73.95394,-1.5,73.0,74.1
Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103,-0.8,155.6,156.9
Greenwich Ave & Charles St,40.735238,-74.000271,-1.2,88.8,89.9
Greenwich St & Hubert St,40.721319,-74.010065,-9.8,73.5,80.7
Greenwich St & Perry St,40.73498,-74.00697,-0.5,91.1,91.5
Greenwich St & Rector St,40.70806582380646,-74.0135595202446,-2.1,31.1,31.7
Greenwich St & W Houston St,40.728846,-74.008591,-0.3,133.8,134.2
Greenwood Ave & E 4 St,40.650739,-73.977739,-4.7,8.0,8.4
Grove St & Broadway,40.69047,-73.923511,4.3,42.1,40.3
Grove St PATH,40.71958611647166,-74.04311746358871,,0.0,0.0
Halsey St & Broadway,40.68565,-73.91564,0.8,24.4,24.2
Halsey St & Evergreen Ave,40.68858,-73.91227,3.4,9.4,9.1
Halsey St & Ralph Ave,40.68494,-73.92299,2.5,1.8,1.7
Halsey St & Tompkins Ave,40.6823687,-73.944118,-0.1,36.9,36.9
Hamilton Park,40.727595966,-74.044247311,,0.0,0.1
Hamilton Pl & W 138 St,40.821728,-73.952761,25.0,11.1,8.3
Hamilton Pl & W 140 St,40.822756,-73.951346,7.2,14.6,13.6
Hancock St & Bedford Ave,40.68216564,-73.95399026,-0.0,43.8,43.8
Hancock St & Malcolm X Blvd,40.68487,-73.9293,-0.9,4.7,4.7
Hancock St & Stuyvesant Ave,40.68454,-73.9322,0.6,3.7,3.6
Hancock St & Wyckoff Ave,40.6972,-73.90674,-0.6,10.7,10.8
Hanson Pl & Ashland Pl,40.68506807308177,-73.97790759801863,-0.6,134.2,135.0
Harborside,40.7192517,-74.034234,,0.0,0.2
Harlem River Dr & W 155 St,40.830476,-73.939929,1.6,8.6,8.5
Harman St & Seneca Ave,40.70577,-73.91292,5.5,13.0,12.3
Harrison Pl & Porter Ave,40.70686,-73.92851,-5.9,11.9,12.6
Harrison St & Hudson St,40.71870987,-74.0090009,-0.8,41.9,42.2
Hart St & Wyckoff Ave,40.704876,-73.919911,-2.6,15.1,15.5
Hazen St & 20 Ave,40.772092,-73.895166,-2.3,6.5,6.6
Heights Elevator,40.74871594538023,-74.04044330120087,,0.0,0.0
Henry St & Atlantic Ave,40.69089272,-73.99612349,-0.5,69.0,69.3
Henry St & Bay St,40.6725058,-74.00494695,-13.1,7.7,8.7
Henry St & Degraw St,40.6847514,-73.99917254,-0.3,49.2,49.3
Henry St & Grand St,40.714211,-73.981095,1.2,141.7,140.0
Henry St & Middagh St,40.7003,-73.991581,-0.1,36.7,36.7
Henry St & Remsen St,40.69400964865994,-73.99465128779411,1.1,36.1,35.7
Henry St & W 9 St,40.6763744,-74.00324957,-7.3,6.5,7.0
Herkimer St & Eastern Pkwy,40.67738,-73.90829,-2.8,0.1,0.1
Herkimer St & New York Ave,40.67955,-73.94709,26.2,1.4,1.0
Hicks St & Montague St,40.69512845,-73.99595065,-0.3,63.8,64.0
Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131607,,0.0,0.0
Hoboken Terminal - Hudson St & Hudson Pl,40.73593758446329,-74.03030455112457,,0.0,0.0
Hoboken Terminal - River St & Hudson Pl,40.7360676564825,-74.02912706136703,,0.0,0.0
Hoe Ave & Jennings St,40.832171,-73.889686,1.3,5.7,5.6
Home St & Westchester Ave,40.827629,-73.886659,-1.4,10.0,10.2
Hope St & Union Ave,40.71167351,-73.95141312,-0.5,87.2,87.7
Howard St & Lafayette St,40.71910537,-73.99973337,-0.4,96.8,97.2
Hoyt St & Warren St,40.6843549,-73.98901629,-5.0,9.4,9.9
Hudson Blvd E & W 36 St,40.75630628938069,-73.99951145061095,11.0,40.5,36.0
Hudson St & 4 St,40.74097260864355,-74.02860336005688,,0.0,0.0
Hudson St & N Moore St,40.71988799798129,-74.0086269378662,-3.3,13.1,13.6
Hudson St & Reade St,40.71625008,-74.0091059,-1.2,95.6,96.8
Hudson St & W 13 St,40.74005708567285,-74.0052741765976,-1.0,138.3,139.7
Humboldt St & Varet St,40.7031724,-73.940636,-1.1,24.2,24.4
Hunts Point Ave & Bryant Ave,40.813991,-73.8855,4.7,4.0,3.8
Huron St & Franklin St,40.73266,-73.95826,-1.3,75.9,76.9
Icahn Stadium,40.79346,-73.92389,-3.3,21.8,22.5
India St & Manhattan Ave,40.73232194,-73.9550858,-2.1,73.3,74.8
India St Pier,40.731734785883454,-73.9612390102593,-3.7,50.0,51.9
Intervale Ave & Kelly St,40.827301,-73.896372,-3.4,4.4,4.6
Intervale Ave & Westchester Ave,40.821967,-73.896752,-0.6,6.5,6.5
Inwood Ave & W 170 St,40.840536,-73.919228,-0.5,3.5,3.5
Irving Ave & DeKalb Ave,40.7027,-73.92095,-1.4,26.3,26.7
Irving Ave & Halsey St,40.69467,-73.90663,0.5,18.2,18.1
Irving Ave & Harman St,40.70108,-73.9179,-1.1,24.0,24.2
Irving Ave & Jefferson St,40.70538,-73.92535,-0.8,32.4,32.7
Irving Ave & Palmetto St,40.698,-73.9127,-0.2,15.4,15.4
Isham St & Broadway,40.86788,-73.919685,-1.6,15.0,15.3
JC Medical Center,40.71653978099194,-74.0496379137039,,0.0,0.0
Jackson Ave & 46 Rd,40.74524768,-73.94733276,-0.2,58.5,58.6
Jackson Square,40.71113,-74.0789,,0.0,0.0
Jackson St & Leonard St,40.71638031973561,-73.94821286201477,-0.6,23.2,23.3
Jay St & Tech Pl,40.695065,-73.987167,-1.7,67.9,69.1
